Rapport UsageDetail pour la période de facturation - (UsageDetail Report for Billing Period -) 201904

ID du compte (AccountId),Nom du compte (AccountName),Adresse e-mail du propriétaire du compte (AccountOwnerEmail),Informations supplémentaires (AdditionalInfo),Quantité consommée (ConsumedQuantity),Service consommé (ConsumedService),ID du service consommé (ConsumedServiceId),Coût (Cost),Centre de coûts (CostCenter),Date (Date),ID du service (DepartmentId),Nom du service (DepartmentName),ID d'instance (InstanceId),Catégorie du compteur (MeterCategory),ID du compteur (MeterId),Nom du compteur (MeterName),Région du compteur (MeterRegion),Sous-catégorie du compteur (MeterSubCategory),Produit (Product),ID du produit (ProductId),Groupe de ressources (ResourceGroup),Emplacement des ressources (ResourceLocation),ID d'emplacement des ressources (ResourceLocationId),Taux de ressources (ResourceRate),ID de l'administrateur de service (ServiceAdministratorId),Informations de service 1 (ServiceInfo1),Informations de service 2 (ServiceInfo2),Identificateur du service Store (StoreServiceIdentifier),Guid d'abonnement (SubscriptionGuid),ID d'abonnement (SubscriptionId),Nom de l'abonnement (SubscriptionName),Balises (Tags),Unité de mesure (UnitOfMeasure),PartNumber (PartNumber),ResourceGuid (ResourceGuid),OfferId (OfferId),ChargesBilledSeparately (ChargesBilledSeparately),Emplacement (Location),ServiceName (ServiceName),ServiceTier (ServiceTier)
194110,azure_devops-company2,azure_devops@company2.ch,"{  ""AppServicePlanUri"": ""/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Web/serverfarms/NorthEuropePlan""}",0.032256,Microsoft.Web,4,0,1234567-0000325200,2019-04-02,79336,company2,/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Web/sites/portal-collaboration-api-functions/slots/DEV,Azure App Service,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,F1,,Free Plan,Azure App Service Free Plan - F1,1009609,company2-portal-collaboration,northeurope,134,0,,,,,xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx,0,company2-portal,,1 Hour,T2X-00008,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,MS-AZR-0017P,False,EU North,Azure App Service,Free and Shared
194110,azure_devops-company2,azure_devops@company2.ch,,2.0881,Microsoft.Storage,68,0,1234567-0000325200,2019-04-02,79336,company2,/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Storage/storageAccounts/portalcollaborationstorage,Storage,163d25e4-db3e-4b6b-bd0c-83dc464a98bd,Class 2 Operations,Ireland,Queues v2,Queues v2 - Class 2 Operations - EU North,1048973,company2-portal-collaboration,eunorth,19,0,,,,,xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx,0,company2-portal,,10000000,AAA-71393,163d25e4-db3e-4b6b-bd0c-83dc464a98bd,MS-AZR-0017P,False,EU North,Storage,Queues v2
194110,azure_devops-company2,azure_devops@company2.ch,,0.0061,Microsoft.Storage,68,0.00000714530222,1234567-0000325200,2019-04-02,79336,company2,/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Storage/storageAccounts/portalcollaborationstorage,Storage,761abab8-259d-4206-a6ae-707ed03fc540,Read Operations,,Files,Files - Read Operations,1009459,company2-portal-collaboration,eunorth,19,0.001171361019596,,,,,xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx,0,company2-portal,,10000000,N9H-00797,761abab8-259d-4206-a6ae-707ed03fc540,MS-AZR-0017P,False,EU North,Storage,Files
194110,azure_devops-company2,azure_devops@company2.ch,,0.0154,Microsoft.Storage,68,0,1234567-0000325200,2019-04-02,79336,company2,/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Storage/storageAccounts/portalcollaborationstorage,Storage,24c57c5f-5b22-4a2e-8e31-fc67207abecc,All Other Operations,Ireland,Tiered Block Blob,Tiered Block Blob - All Other Operations - EU North,1048218,company2-portal-collaboration,eunorth,19,0,,,,,xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx,0,company2-portal,,1000000,AAA-70092,24c57c5f-5b22-4a2e-8e31-fc67207abecc,MS-AZR-0017P,False,EU North,Storage,Tiered Block Blobs v2
194110,azure_devops-company2,azure_devops@company2.ch,"{  ""AppServicePlanUri"": ""/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Web/serverfarms/NorthEuropePlan""}",0.032256,Microsoft.Web,4,0,1234567-0000325200,2019-04-02,79336,company2,/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Web/sites/portal-collaboration-queue-functions/slots/DEV,Azure App Service,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,F1,,Free Plan,Azure App Service Free Plan - F1,1009609,company2-portal-collaboration,northeurope,134,0,,,,,xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx,0,company2-portal,,1 Hour,T2X-00008,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,MS-AZR-0017P,False,EU North,Azure App Service,Free and Shared
194110,azure_devops-company2,azure_devops@company2.ch,"{  ""AppServicePlanUri"": ""/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Web/serverfarms/NorthEuropePlan""}",0.064512,Microsoft.Web,4,0,1234567-0000325200,2019-04-02,79336,company2,/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Web/sites/portal-collaboration-queue-functions,Azure App Service,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,F1,,Free Plan,Azure App Service Free Plan - F1,1009609,company2-portal-collaboration,northeurope,134,0,,,,,xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx,0,company2-portal,,1 Hour,T2X-00008,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,MS-AZR-0017P,False,EU North,Azure App Service,Free and Shared
194110,azure_devops-company2,azure_devops@company2.ch,,0.0003,Microsoft.Storage,68,0,1234567-0000325200,2019-04-02,79336,company2,/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Storage/storageAccounts/portalcollaborationstorage,Storage,43235116-3f85-49f7-a20c-63636a0631eb,Hot Read Operations,Ireland,Tiered Block Blob,Tiered Block Blob - Hot - Read Operations - EU North,1008556,company2-portal-collaboration,eunorth,19,0,,,,,xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx,0,company2-portal,,1000000,N9H-01228,43235116-3f85-49f7-a20c-63636a0631eb,MS-AZR-0017P,False,EU North,Storage,Tiered Block Blobs v2
194110,azure_devops-company2,azure_devops@company2.ch,,0.00012,Microsoft.Storage,68,0.000004776818159,1234567-0000325200,2019-04-02,79336,company2,/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Storage/storageAccounts/portalcollaborationstorage,Storage,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9,LRS Data Stored,,Tables,Tables - LRS Data Stored,1017069,company2-portal-collaboration,eunorth,19,0.039806817989976,,,,,xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx,0,company2-portal,,100 GB/Month,N9H-00637,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9,MS-AZR-0017P,False,EU North,Storage,Tables
194110,azure_devops-company2,azure_devops@company2.ch,"{  ""AppServicePlanUri"": ""/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Web/serverfarms/NorthEuropePlan""}",0.064512,Microsoft.Web,4,0,1234567-0000325200,2019-04-02,79336,company2,/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Web/sites/portal-collaboration-api-functions,Azure App Service,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,F1,,Free Plan,Azure App Service Free Plan - F1,1009609,company2-portal-collaboration,northeurope,134,0,,,,,xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx,0,company2-portal,,1 Hour,T2X-00008,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,MS-AZR-0017P,False,EU North,Azure App Service,Free and Shared
194110,azure_devops-company2,azure_devops@company2.ch,,0.0001,Microsoft.Storage,68,0,1234567-0000325200,2019-04-02,79336,company2,/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/company2-portal-collaboration/providers/Microsoft.Storage/storageAccounts/portalcollaborationstorage,Storage,a5ae1d7c-12ed-495a-82b5-5eef7d45c442,Hot LRS Write Operations,Ireland,Tiered Block Blob,Tiered Block Blob - Hot LRS - Write Operations - EU North,1008242,company2-portal-collaboration,eunorth,19,0,,,,,xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx,0,company2-portal,,1000000,N9H-01245,a5ae1d7c-12ed-495a-82b5-5eef7d45c442,MS-AZR-0017P,False,EU North,Storage,Tiered Block Blobs v2
203811,Azure.DeptAdmin,Azure.DeptAdmin@company4.ch,,0.00006,Microsoft.DataFactory,10,0,1234500-0000005610,2019-04-02,79333,company4,/SUBSCRIPTIONS/xxxxxxxx-1C61-4D9F-8363-B1F77C0B5FA1/RESOURCEGROUPS/AZA-I-BI-ADF-RG/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/AZA-I-BI-ADF01,Azure Data Factory v2,d87c061a-44b8-4898-a94c-60355ea7a2f7,Read Write Operations,,,Azure Data Factory v2 - Read Write Operations,1076487,AZA-I-BI-ADF-RG,westeurope,82,0,,,,,xxxxxxxx-1c61-4d9f-8363-b1f77c0b5fa1,0,company4-bi-int,,100000,AAD-19283,d87c061a-44b8-4898-a94c-60355ea7a2f7,MS-AZR-0017P,False,EU West,Azure Data Factory v2,ADF v2 - Orchestration
203811,Azure.DeptAdmin,Azure.DeptAdmin@company4.ch,,0.00074,Microsoft.DataFactory,10,1,1234500-0000005610,2019-04-02,79333,company4,/SUBSCRIPTIONS/xxxxxxxx-1C61-4D9F-8363-B1F77C0B5FA1/RESOURCEGROUPS/AZA-I-BI-ADF-RG/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/AZA-I-BI-ADF01,Azure Data Factory v2,d87c061a-44b8-4898-a94c-60355ea7a2f7,Read Write Operations,,,Azure Data Factory v2 - Read Write Operations,1076487,AZA-I-BI-ADF-RG,westeurope,82,0,,,,,xxxxxxxx-1c61-4d9f-8363-b1f77c0b5fa1,0,company4-bi-int,"{ ""billing-service-component"" : ""TestServiceComponent"", ""billing-service"" : ""TestCustomerService"",  ""Environment"": ""Integration"",  ""Managed"": ""Terraform"",  ""Owner"": ""IO"",  ""Projet"": ""BI""}",100000,AAD-19283,d87c061a-44b8-4898-a94c-60355ea7a2f7,MS-AZR-0017P,False,EU West,Azure Data Factory v2,ADF v2 - Orchestration
203811,Azure.DeptAdmin,Azure.DeptAdmin@company4.ch,,0.00002,Microsoft.DataFactory,10,0,1234500-0000005610,2019-04-03,79333,company4,/SUBSCRIPTIONS/xxxxxxxx-1C61-4D9F-8363-B1F77C0B5FA1/RESOURCEGROUPS/AZA-I-BI-ADF-RG/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/AZA-I-BI-ADF01,Azure Data Factory v2,d87c061a-44b8-4898-a94c-60355ea7a2f7,Read Write Operations,,,Azure Data Factory v2 - Read Write Operations,1076487,AZA-I-BI-ADF-RG,westeurope,82,0,,,,,xxxxxxxx-1c61-4d9f-8363-b1f77c0b5fa1,0,company4-bi-int,,100000,AAD-19283,d87c061a-44b8-4898-a94c-60355ea7a2f7,MS-AZR-0017P,False,EU West,Azure Data Factory v2,ADF v2 - Orchestration
203811,Azure.DeptAdmin,Azure.DeptAdmin@company4.ch,,0.00002,Microsoft.DataFactory,10,1,1234500-0000005610,2019-04-03,79333,company4,/SUBSCRIPTIONS/xxxxxxxx-1C61-4D9F-8363-B1F77C0B5FA1/RESOURCEGROUPS/AZA-I-BI-ADF-RG/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/AZA-I-BI-ADF01,Azure Data Factory v2,d87c061a-44b8-4898-a94c-60355ea7a2f7,Read Write Operations,,,Azure Data Factory v2 - Read Write Operations,1076487,AZA-I-BI-ADF-RG,westeurope,82,0,,,,,xxxxxxxx-1c61-4d9f-8363-b1f77c0b5fa1,0,company4-bi-int,"{ ""CostCenter"": ""1234500-0000005610"",  ""Environment"": ""Integration"",  ""Managed"": ""Terraform"",  ""Owner"": ""IO"",  ""Projet"": ""BI""}",100000,AAD-19283,d87c061a-44b8-4898-a94c-60355ea7a2f7,MS-AZR-0017P,False,EU West,Azure Data Factory v2,ADF v2 - Orchestration
